,index,code_commune,commune,dep
3983,78355,12021,Le Bas Ségala,12
3984,78388,12022,La Bastide-Pradines,12
3985,78399,12023,La Bastide-Solages,12
3986,78402,12024,Belcastel,12
3987,78411,12025,Belmont-sur-Rance,12
3988,78435,12026,Bertholène,12
3989,78469,12027,Bessuéjouls,12
3990,78480,12028,Boisse-Penchot,12
3991,78492,12029,Bor-et-Bar,12
3992,78500,12030,Bouillac,12
3993,78521,12031,Bournazel,12
3994,78536,12032,Boussac,12
3995,78558,12033,Bozouls,12
3996,78603,12034,Brandonnet,12
3997,78619,12035,Brasc,12
3998,78628,12036,Brommat,12
3999,78643,12037,Broquiès,12
4000,78660,12038,Brousse-le-Château,12
4001,78670,12039,Brusque,12
4002,78680,12041,Cabanès,12
4003,78694,12042,Calmels-et-le-Viala,12
4004,78709,12043,Calmont,12
4005,78746,12044,Camarès,12
4006,78771,12045,Camboulazet,12
4007,78798,12046,Camjac,12
4008,78818,12047,Campagnac,12
4009,78839,12048,Campouriez,12
4010,78852,12049,Campuac,12
4011,78868,12050,Canet-de-Salars,12
4012,78886,12051,Cantoin,12
4013,78898,12052,Capdenac-Gare,12
4014,78948,12053,La Capelle-Balaguier,12
4015,78969,12054,La Capelle-Bleys,12
4016,78985,12055,La Capelle-Bonance,12
4017,78989,12056,Baraqueville,12
4018,79040,12057,Cassagnes-Bégonhès,12
4019,79064,12058,Cassuéjouls,12
4020,79069,12059,Castanet,12
4021,79087,12060,Castelmary,12
4022,79092,12061,Castelnau-de-Mandailles,12
4023,79111,12062,Castelnau-Pégayrols,12
4024,79130,12063,La Cavalerie,12
4025,79163,12064,Le Cayrol,12
4026,79176,12065,Centrès,12
4027,79192,12066,Clairvaux-d'Aveyron,12
4028,79230,12067,Le Clapier,12
4029,79233,12068,Colombiès,12
4030,79255,12069,Combret,12
4031,79267,12070,Compeyre,12
4032,79294,12071,Compolibat,12
4033,79310,12072,Comprégnac,12
4034,79329,12073,Comps-la-Grand-Ville,12
4035,79351,12074,Condom-d'Aubrac,12
4036,79359,12075,Connac,12
4037,79367,12076,Conques-en-Rouergue,12
4038,79398,12077,Cornus,12
4039,79413,12078,Les Costes-Gozon,12
4040,79417,12079,Coubisou,12
4041,79441,12080,Coupiac,12
4042,79450,12082,La Couvertoirade,12
4043,79464,12083,Cransac,12
4044,79484,12084,Creissels,12
4045,79524,12085,Crespin,12
4046,79534,12086,La Cresse,12
4047,79550,12088,Curières,12
4048,79562,12089,Decazeville,12
4049,79599,12090,Druelle Balsac,12
4050,79649,12091,Drulhe,12
4051,79666,12092,Durenque,12
4052,79679,12093,Le Fel,12
4053,79688,12094,Entraygues-sur-Truyère,12
4054,79705,12095,Escandolières,12
4055,79718,12096,Espalion,12
4056,79761,12097,Espeyrac,12
4057,79769,12098,Estaing,12
4058,79788,12099,Fayet,12
4059,79795,12100,Firmi,12
4060,79830,12101,Flagnac,12
4061,79853,12102,Flavin,12
4062,79897,12103,Florentin-la-Capelle,12
4063,79906,12104,Foissac,12
4064,79932,12105,La Fouillade,12
4065,79956,12106,Gabriac,12
4066,79978,12107,Gaillac-d'Aveyron,12
4067,79998,12108,Galgan,12
4068,80011,12109,Gissac,12
4069,80018,12110,Golinhac,12
4070,80036,12111,Goutrens,12
4071,80061,12113,Gramond,12
4072,80084,12115,L'Hospitalet-du-Larzac,12
4073,80095,12116,Huparlac,12
4074,80106,12118,Lacroix-Barrez,12
4075,80120,12119,Laguiole,12
4076,80148,12120,Laissac-Sévérac l'Église,12
4077,80185,12121,Lanuéjouls,12
4078,80209,12122,Lapanouse-de-Cernon,12
4079,80217,12124,Lassouts,12
4080,80231,12125,Laval-Roquecezière,12
4081,80242,12127,Lédergues,12
4082,80261,12128,Lescure-Jaoul,12
4083,80272,12129,Lestrade-et-Thouels,12
4084,80290,12130,Livinhac-le-Haut,12
4085,80323,12131,La Loubière,12
4086,80365,12133,Luc-la-Primaube,12
4087,80417,12134,Lugan,12
4088,80434,12135,Lunac,12
4089,80449,12136,Maleville,12
4090,80476,12137,Manhac,12
4091,80503,12138,Marcillac-Vallon,12
4092,80546,12139,Marnhagues-et-Latour,12
4093,80554,12140,Martiel,12
4094,80587,12141,Martrin,12
4095,80594,12142,Mayran,12
4096,80622,12143,Mélagues,12
4097,80624,12144,Meljac,12
4098,80631,12145,Millau,12
4099,80696,12146,Le Monastère,12
4100,80741,12147,Montagnol,12
4101,80747,12148,Montbazens,12
4102,80779,12149,Montclar,12
4103,80786,12150,Monteils,12
4104,80813,12151,Montézic,12
4105,80825,12152,Montfranc,12
4106,80833,12153,Montjaux,12
4107,80853,12154,Montlaur,12
4108,80879,12155,Fondamente,12
4109,80894,12156,Montpeyroux,12
4110,80910,12157,Montrozier,12
4111,80954,12158,Montsalès,12
4112,80980,12159,Morlhon-le-Haut,12
4113,81006,12160,Mostuéjouls,12
4114,81026,12161,Mouret,12
4115,81047,12162,Moyrazès,12
4116,81082,12163,Murasson,12
4117,81094,12164,Mur-de-Barrez,12
4118,81112,12165,Muret-le-Château,12
4119,81139,12166,Murols,12
4120,81146,12167,Najac,12
4121,81170,12168,Nant,12
4122,81194,12169,Naucelle,12
4123,81236,12170,Naussac,12
4124,81263,12171,Nauviale,12
4125,81287,12172,Le Nayrac,12
4126,81302,12174,Olemps,12
4127,81350,12175,Ols-et-Rinhodes,12
4128,81368,12176,Onet-le-Château,12
4129,81458,12177,Palmas d'Aveyron,12
4130,81481,12178,Paulhe,12
4131,81510,12179,Peux-et-Couffouleux,12
4132,81517,12180,Peyreleau,12
4133,81524,12181,Peyrusse-le-Roc,12
4134,81535,12182,Pierrefiche,12
4135,81552,12183,Plaisance,12
4136,81561,12184,Pomayrols,12
4137,81564,12185,Pont-de-Salars,12
4138,81603,12186,Pousthomy,12
4139,81612,12187,Prades-d'Aubrac,12
4140,81619,12188,Prades-Salars,12
4141,81634,12189,Pradinas,12
4142,81650,12190,Prévinquières,12
4143,81665,12191,Privezac,12
4144,81685,12192,Mounes-Prohencoux,12
4145,81693,12193,Pruines,12
4146,81709,12194,Quins,12
4147,81743,12195,Rebourguil,12
4148,81759,12197,Réquista,12
4149,81792,12198,Rieupeyroux,12
4150,81826,12199,Rignac,12
4151,81864,12200,Rivière-sur-Tarn,12
4152,81900,12201,Rodelle,12
4153,81933,12202,Rodez,12
4154,82009,12203,Roquefort-sur-Soulzon,12
4155,82035,12204,La Roque-Sainte-Marguerite,12
4156,82051,12205,La Rouquette,12
4157,82084,12206,Roussennac,12
4158,82112,12207,Rullac-Saint-Cirq,12
4159,82125,12208,Saint-Affrique,12
4160,82179,12209,Saint-Amans-des-Cots,12
4161,82197,12210,Saint-André-de-Najac,12
4162,82217,12211,Saint-André-de-Vézines,12
4163,82226,12212,Saint-Beaulize,12
4164,82230,12213,Saint-Beauzély,12
4165,82259,12214,Saint-Chély-d'Aubrac,12
4166,82272,12215,Saint-Christophe-Vallon,12
4167,82308,12216,Saint-Côme-d'Olt,12
4168,82336,12217,Sainte-Croix,12
4169,82365,12219,Sainte-Eulalie-d'Olt,12
4170,82377,12220,Sainte-Eulalie-de-Cernon,12
4171,82385,12221,Saint-Félix-de-Lunel,12
4172,82395,12222,Saint-Félix-de-Sorgues,12
4173,82408,12223,Argences en Aubrac,12
4174,82433,12224,Saint Geniez d'Olt et d'Aubrac,12
4175,82463,12225,Saint-Georges-de-Luzençon,12
4176,82503,12226,Saint-Hippolyte,12
4177,82512,12227,Saint-Igest,12
4178,82528,12228,Saint-Izaire,12
4179,82544,12229,Saint-Jean-d'Alcapiès,12
4180,82566,12230,Saint-Jean-Delnous,12
4181,82582,12231,Saint-Jean-du-Bruel,12
4182,82601,12232,Saint-Jean-et-Saint-Paul,12
4183,82614,12233,Saint-Juéry,12
4184,82626,12234,Sainte-Juliette-sur-Viaur,12
4185,82651,12235,Saint-Just-sur-Viaur,12
4186,82659,12236,Saint-Laurent-de-Lévézou,12
4187,82666,12237,Saint-Laurent-d'Olt,12
4188,82689,12238,Saint-Léons,12
4189,82709,12239,Saint-Martin-de-Lenne,12
4190,82728,12240,Saint-Parthem,12
4191,82747,12241,Sainte-Radegonde,12
4192,82789,12242,Saint-Rémy,12
4193,82806,12243,Saint-Rome-de-Cernon,12
4194,82839,12244,Saint-Rome-de-Tarn,12
4195,82865,12246,Saint-Santin,12
4196,82885,12247,Saint-Saturnin-de-Lenne,12
4197,82897,12248,Saint-Sernin-sur-Rance,12
4198,82913,12249,Saint-Sever-du-Moustier,12
4199,82923,12250,Saint-Symphorien-de-Thénières,12
4200,82934,12251,Saint-Victor-et-Melvieu,12
4201,82948,12252,Salles-Courbatiès,12
4202,82973,12253,Salles-Curan,12
4203,82995,12254,Salles-la-Source,12
4204,83042,12255,Salmiech,12
4205,83066,12256,Salvagnac-Cajarc,12
4206,83084,12257,Causse-et-Diège,12
4207,83119,12258,La Salvetat-Peyralès,12
4208,83140,12259,Sanvensa,12
4209,83165,12260,Sauclières,12
4210,83175,12261,Saujac,12
4211,83184,12262,Sauveterre-de-Rouergue,12
4212,83207,12263,Savignac,12
4213,83239,12264,Sébazac-Concourès,12
4214,83287,12265,Sébrazac,12
4215,83312,12266,Ségur,12
4216,83330,12267,La Selve,12
4217,83345,12268,Sénergues,12
4218,83357,12269,La Serre,12
4219,83365,12270,Sévérac d'Aveyron,12
4220,83407,12272,Sonnac,12
4221,83427,12273,Soulages-Bonneval,12
4222,83441,12274,Sylvanès,12
4223,83447,12275,Tauriac-de-Camarès,12
4224,83448,12276,Tauriac-de-Naucelle,12
4225,83468,12277,Taussac,12
4226,83484,12278,Tayrac,12
4227,83497,12280,Thérondels,12
4228,83513,12281,Toulonjac,12
4229,83539,12282,Tournemire,12
4230,83560,12283,Trémouilles,12
4231,83577,12284,Le Truel,12
4232,83588,12286,Vabres-l'Abbaye,12
4233,83620,12287,Vailhourles,12
4234,83641,12288,Valady,12
4235,83684,12289,Valzergues,12
4236,83695,12290,Vaureilles,12
4237,83713,12291,Verrières,12
4238,83737,12292,Versols-et-Lapeyre,12
4239,83760,12293,Veyreau,12
4240,83769,12294,Vézins-de-Lévézou,12
4241,83786,12295,Viala-du-Pas-de-Jaux,12
4242,83790,12296,Viala-du-Tarn,12
4243,83806,12297,Le Vibal,12
4244,83825,12298,Villecomtal,12
4245,83848,12299,Villefranche-de-Panat,12
4246,83862,12300,Villefranche-de-Rouergue,12
4247,83954,12301,Villeneuve,12
4248,83992,12303,Vimenet,12
4249,84003,12305,Viviez,12
4250,84034,12307,Curan,12
4251,84043,13001,Aix-en-Provence,13
4252,84267,13002,Allauch,13
4253,84344,13003,Alleins,13
4254,84400,13004,Arles,13
4255,84577,13005,Aubagne,13
4256,84704,13006,Aureille,13
4257,84746,13007,Auriol,13
4258,84819,13008,Aurons,13
4259,84853,13009,La Barben,13
4260,84890,13010,Barbentane,13
4261,84949,13011,Les Baux-de-Provence,13
4262,84968,13012,Beaurecueil,13
4263,85003,13013,Belcodène,13
4264,85042,13014,Berre-l'Étang,13
4265,85150,13015,Bouc-Bel-Air,13
4266,85231,13016,La Bouilladisse,13
4267,85292,13017,Boulbon,13
4268,85332,13018,Cabannes,13
4269,85380,13019,Cabriès,13
4270,85456,13020,Cadolive,13
4271,85501,13021,Carry-le-Rouet,13
4272,85560,13022,Cassis,13
4273,85627,13023,Ceyreste,13
4274,85688,13024,Charleval,13
4275,85736,13025,Châteauneuf-le-Rouge,13
4276,85787,13026,Châteauneuf-les-Martigues,13
4277,85861,13027,Châteaurenard,13
4278,85985,13028,La Ciotat,13
4279,86072,13029,Cornillon-Confoux,13
4280,86124,13030,Cuges-les-Pins,13
4281,86185,13031,La Destrousse,13
4282,86238,13032,Éguilles,13
4283,86305,13033,Ensuès-la-Redonne,13
4284,86371,13034,Eygalières,13
4285,86416,13035,Eyguières,13
4286,86486,13036,Eyragues,13
4287,86537,13037,La Fare-les-Oliviers,13
4288,86604,13038,Fontvieille,13
4289,86654,13039,Fos-sur-Mer,13
4290,86726,13040,Fuveau,13
4291,86800,13041,Gardanne,13
4292,86900,13042,Gémenos,13
4293,86961,13043,Gignac-la-Nerthe,13
4294,87029,13044,Grans,13
4295,87089,13045,Graveson,13
4296,87140,13046,Gréasque,13
4297,87200,13047,Istres,13
4298,87320,13048,Jouques,13
4299,87375,13049,Lamanon,13
4300,87426,13050,Lambesc,13
4301,87495,13051,Lançon-Provence,13
4302,87565,13052,Maillane,13
4303,87609,13053,Mallemort,13
4304,87670,13054,Marignane,13
4305,87813,13056,Martigues,13
4306,87974,13057,Mas-Blanc-des-Alpilles,13
4307,87998,13058,Maussane-les-Alpilles,13
4308,88045,13059,Meyrargues,13
4309,88099,13060,Meyreuil,13
4310,88163,13061,Saint-Pierre-de-Mézoargues,13
4311,88182,13062,Mimet,13
4312,88242,13063,Miramas,13
4313,88397,13064,Mollégès,13
4314,88439,13065,Mouriès,13
4315,88491,13066,Noves,13
4316,88549,13067,Orgon,13
4317,88622,13068,Paradou,13
4318,88665,13069,Pélissanne,13
4319,88740,13070,La Penne-sur-Huveaune,13
4320,88821,13071,Les Pennes-Mirabeau,13
4321,88903,13072,Peynier,13
4322,88957,13073,Peypin,13
4323,89020,13074,Peyrolles-en-Provence,13
4324,89075,13075,Plan-de-Cuques,13
4325,89148,13076,Plan-d'Orgon,13
4326,89193,13077,Port-de-Bouc,13
4327,89324,13078,Port-Saint-Louis-du-Rhône,13
4328,89368,13079,Puyloubier,13
4329,89408,13080,Le Puy-Sainte-Réparade,13
4330,89473,13081,Rognac,13
4331,89539,13082,Rognes,13
4332,89597,13083,Rognonas,13
4333,89655,13084,La Roque-d'Anthéron,13
4334,89709,13085,Roquefort-la-Bédoule,13
4335,89773,13086,Roquevaire,13
4336,89846,13087,Rousset,13
4337,89909,13088,Le Rove,13
4338,89969,13089,Saint-Andiol,13
4339,90024,13090,Saint-Antonin-sur-Bayon,13
4340,90033,13091,Saint-Cannat,13
4341,90101,13092,Saint-Chamas,13
4342,90173,13093,Saint-Estève-Janson,13
4343,90202,13094,Saint-Étienne-du-Grès,13
4344,90240,13095,Saint-Marc-Jaumegarde,13
4345,90279,13096,Saintes-Maries-de-la-Mer,13
4346,90315,13097,Saint-Martin-de-Crau,13
4347,90386,13098,Saint-Mitre-les-Remparts,13
4348,90450,13099,Saint-Paul-lès-Durance,13
4349,90487,13100,Saint-Rémy-de-Provence,13
4350,90547,13101,Saint-Savournin,13
4351,90602,13102,Saint-Victoret,13
4352,90669,13103,Salon-de-Provence,13
4353,90829,13104,Sausset-les-Pins,13
4354,90901,13105,Sénas,13
4355,90963,13106,Septèmes-les-Vallons,13
4356,91047,13107,Simiane-Collongue,13
4357,91113,13108,Tarascon,13
4358,91209,13109,Le Tholonet,13
4359,91261,13110,Trets,13
4360,91332,13111,Vauvenargues,13
4361,91368,13112,Velaux,13
4362,91439,13113,Venelles,13
4363,91508,13114,Ventabren,13
4364,91574,13115,Vernègues,13
4365,91616,13116,Verquières,13
4366,91643,13117,Vitrolles,13
4367,91796,13118,Coudoux,13
4368,91846,13119,Carnoux-en-Provence,13
4369,91907,13201,Marseille 1er Arrondissement,13
4370,92055,13202,Marseille 2e Arrondissement,13
4371,92199,13203,Marseille 3e Arrondissement,13
4372,92318,13204,Marseille 4e Arrondissement,13
4373,92408,13205,Marseille 5e Arrondissement,13
4374,92501,13206,Marseille 6e Arrondissement,13
4375,92627,13207,Marseille 7e Arrondissement,13
4376,92721,13208,Marseille 8e Arrondissement,13
4377,92826,13209,Marseille 9e Arrondissement,13
4378,93012,13210,Marseille 10e Arrondissement,13
4379,93211,13211,Marseille 11e Arrondissement,13
4380,93404,13212,Marseille 12e Arrondissement,13
4381,93530,13213,Marseille 13e Arrondissement,13
4382,93805,13214,Marseille 14e Arrondissement,13
4383,94036,13215,Marseille 15e Arrondissement,13
4384,94444,13216,Marseille 16e Arrondissement,13
4385,94610,14001,Ablon,14
4386,94640,14003,Agy,14
4387,94657,14005,Valambray,14
4388,94699,14006,Amayé-sur-Orne,14
4389,94742,14007,Amayé-sur-Seulles,14
4390,94757,14009,Amfreville,14
4391,94803,14011,Aurseulles,14
4392,94839,14012,Angerville,14
4393,94850,14014,Colomby-Anguerny,14
4394,94894,14015,Anisy,14
4395,94930,14016,Annebault,14
4396,94949,14019,Arganchy,14
4397,94965,14020,Argences,14
4398,95010,14021,Arromanches-les-Bains,14
4399,95029,14022,Asnelles,14
4400,95053,14023,Asnières-en-Bessin,14
4401,95058,14024,Auberville,14
4402,95085,14025,Aubigny,14
4403,95101,14026,Audrieu,14
4404,95136,14027,Les Monts d'Aunay,14
4405,95183,14030,Authie,14
4406,95235,14032,Les Authieux-sur-Calonne,14
4407,95254,14033,Auvillars,14
4408,95270,14034,Avenay,14
4409,95302,14035,Balleroy-sur-Drôme,14
4410,95330,14036,Banneville-la-Campagne,14
4411,95356,14037,Malherbe-sur-Ajon,14
4412,95385,14038,Banville,14
4413,95422,14039,Barbery,14
4414,95460,14040,Barbeville,14
4415,95476,14041,Barneville-la-Bertran,14
4416,95487,14042,Baron-sur-Odon,14
4417,95525,14043,Barou-en-Auge,14
4418,95528,14044,Basly,14
4419,95561,14045,Basseneville,14
4420,95584,14046,Bavent,14
4421,95627,14047,Bayeux,14
4422,95687,14049,Bazenville,14
4423,95703,14050,La Bazoque,14
4424,95714,14053,Beaumais,14
4425,95730,14054,Beaumesnil,14
4426,95738,14055,Beaumont-en-Auge,14
4427,95757,14057,Bellengreville,14
4428,95790,14059,Benerville-sur-Mer,14
4429,95813,14060,Bénouville,14
4430,95863,14061,Souleuvre en Bocage,14
4431,95915,14062,Bény-sur-Mer,14
4432,95942,14063,Bernesq,14
4433,95951,14064,Bernières-d'Ailly,14
4434,95965,14066,Bernières-sur-Mer,14
4435,96006,14068,Biéville-Beuville,14
4436,96072,14069,Beuvillers,14
4437,96108,14070,Beuvron-en-Auge,14
4438,96120,14076,Blainville-sur-Orne,14
4439,96180,14077,Blangy-le-Château,14
4440,96205,14078,Blay,14
4441,96229,14079,Blonville-sur-Mer,14
4442,96261,14080,Le Bô,14
4443,96273,14082,La Boissière,14
4444,96288,14083,Bonnebosq,14
4445,96305,14084,Bonnemaison,14
4446,96327,14085,Bonneville-la-Louvet,14
4447,96353,14086,Bonneville-sur-Touques,14
4448,96372,14087,Bonnœil,14
4449,96381,14088,Bons-Tassilly,14
4450,96397,14089,Bougy,14
4451,96423,14090,Boulon,14
4452,96454,14091,Bourgeauville,14
4453,96461,14092,Bourguébus,14
4454,96499,14093,Branville,14
4455,96513,14096,Brémoy,14
4456,96521,14097,Bretteville-le-Rabet,14
4457,96540,14098,Thue et Mue,14
4458,96601,14100,Bretteville-sur-Laize,14
4459,96644,14101,Bretteville-sur-Odon,14
4460,96702,14102,Le Breuil-en-Auge,14
4461,96729,14103,Le Breuil-en-Bessin,14
4462,96744,14104,Le Brévedent,14
4463,96755,14106,Bréville-les-Monts,14
4464,96785,14107,Bricqueville,14
4465,96792,14110,Brucourt,14
4466,96806,14111,Bucéels,14
4467,96831,14116,Le Bû-sur-Rouvres,14
4468,96838,14117,Cabourg,14
4469,96883,14118,Caen,14
4470,97148,14119,Cagny,14
4471,97191,14120,Cahagnes,14
4472,97219,14121,Cahagnolles,14
4473,97234,14122,La Caine,14
4474,97245,14123,Cairon,14
4475,97302,14124,La Cambe,14
4476,97325,14125,Cambes-en-Plaine,14
4477,97373,14126,Cambremer,14
4478,97407,14127,Campagnolles,14
4479,97425,14130,Campigny,14
4480,97431,14131,Canapville,14
4481,97445,14132,Canchy,14
4482,97456,14134,Canteloup,14
4483,97471,14135,Carcagny,14
4484,97492,14136,Cardonville,14
4485,97498,14137,Carpiquet,14
4486,97549,14138,Cartigny-l'Épinay,14
4487,97560,14140,Castillon,14
4488,97580,14141,Castillon-en-Auge,14
4489,97593,14143,Caumont-sur-Aure,14
4490,97633,14145,Cauvicourt,14
4491,97656,14146,Cauville,14
4492,97664,14147,Cernay,14
4493,97671,14149,Cesny-aux-Vignes,14
4494,97698,14150,Cesny-les-Sources,14
4495,97735,14159,Chouain,14
4496,97752,14160,Cintheaux,14
4497,97767,14161,Clarbec,14
4498,97785,14162,Clécy,14
4499,97815,14163,Cléville,14
4500,97834,14165,Colleville-sur-Mer,14
4501,97845,14166,Colleville-Montgomery,14
4502,97892,14167,Colombelles,14
4503,97974,14168,Colombières,14
4504,97985,14169,Colombiers-sur-Seulles,14
4505,97997,14171,Combray,14
4506,98010,14172,Commes,14
4507,98030,14173,Condé-sur-Ifs,14
4508,98051,14174,Condé-en-Normandie,14
4509,98099,14175,Condé-sur-Seulles,14
4510,98113,14177,Coquainvilliers,14
4511,98143,14179,Cordebugle,14
4512,98156,14180,Cordey,14
4513,98166,14181,Cormelles-le-Royal,14
4514,98225,14182,Cormolain,14
4515,98242,14183,Cossesseville,14
4516,98246,14184,Cottun,14
4517,98258,14190,Courcy,14
4518,98267,14191,Courseulles-sur-Mer,14
4519,98319,14193,Courtonne-la-Meurdrac,14
4520,98350,14194,Courtonne-les-Deux-Églises,14
4521,98377,14195,Courvaudon,14
4522,98395,14196,Crépon,14
4523,98414,14197,Cresserons,14
4524,98452,14198,Cresseveuille,14
4525,98468,14200,Creully sur Seulles,14
4526,98515,14202,Cricquebœuf,14
4527,98529,14203,Cricqueville-en-Auge,14
4528,98547,14204,Cricqueville-en-Bessin,14
4529,98559,14205,Cristot,14
4530,98575,14206,Crocy,14
4531,98594,14207,Croisilles,14
4532,98621,14209,Crouay,14
4533,98643,14211,Culey-le-Patry,14
4534,98666,14214,Cussy,14
4535,98680,14215,Cuverville,14
4536,98731,14216,Damblainville,14
4537,98746,14218,Danestal,14
4538,98765,14220,Deauville,14
4539,98809,14221,Démouville,14
4540,98858,14223,Le Détroit,14
4541,98865,14224,Deux-Jumeaux,14
4542,98867,14225,Dives-sur-Mer,14
4543,98907,14226,Donnay,14
4544,98922,14227,Douville-en-Auge,14
4545,98935,14228,Douvres-la-Délivrande,14
4546,98991,14229,Dozulé,14
4547,99024,14230,Drubec,14
4548,99033,14231,Beaufour-Druval,14
4549,99053,14232,Ducy-Sainte-Marguerite,14
4550,99064,14236,Ellon,14
4551,99090,14237,Émiéville,14
4552,99128,14238,Englesqueville-en-Auge,14
4553,99138,14239,Englesqueville-la-Percée,14
4554,99144,14240,Épaney,14
4555,99168,14241,Épinay-sur-Odon,14
4556,99194,14242,Épron,14
4557,99234,14243,Équemauville,14
4558,99264,14244,Eraines,14
4559,99281,14245,Ernes,14
4560,99301,14246,Escoville,14
4561,99335,14248,Espins,14
4562,99351,14249,Esquay-Notre-Dame,14
4563,99388,14250,Esquay-sur-Seulles,14
4564,99408,14251,Esson,14
4565,99430,14252,Estrées-la-Campagne,14
4566,99442,14254,Éterville,14
4567,99492,14256,Étréham,14
4568,99509,14257,Évrecy,14
4569,99553,14258,Falaise,14
4570,99606,14260,Fauguernon,14
4571,99625,14261,Le Faulq,14
4572,99646,14266,Feuguerolles-Bully,14
4573,99694,14269,Fierville-les-Parcs,14
4574,99709,14270,Firfol,14
4575,99729,14271,Fleury-sur-Orne,14
4576,99803,14272,La Folie,14
4577,99808,14273,La Folletière-Abenon,14
4578,99818,14274,Fontaine-Étoupefour,14
4579,99869,14275,Fontaine-Henry,14
4580,99892,14276,Fontaine-le-Pin,14
4581,99916,14277,Fontenay-le-Marmion,14
4582,99959,14278,Fontenay-le-Pesnel,14
4583,99997,14280,Formentin,14
4584,100013,14281,Formigny La Bataille,14
4585,100036,14282,Foulognes,14
4586,100048,14283,Fourches,14
4587,100066,14284,Fourneaux-le-Val,14
4588,100077,14285,Le Fournet,14
4589,100084,14286,Fourneville,14
4590,100112,14287,Frénouville,14
4591,100155,14288,Le Fresne-Camilly,14
4592,100187,14289,Fresné-la-Mère,14
4593,100207,14290,Fresney-le-Puceux,14
4594,100236,14291,Fresney-le-Vieux,14
4595,100260,14293,Fumichon,14
4596,100274,14297,Gavrus,14
4597,100302,14298,Géfosse-Fontenay,14
4598,100311,14299,Genneville,14
4599,100336,14300,Gerrots,14
4600,100344,14301,Giberville,14
4601,100400,14302,Glanville,14
4602,100417,14303,Glos,14
4603,100449,14304,Gonneville-sur-Honfleur,14
4604,100479,14305,Gonneville-sur-Mer,14
4605,100505,14306,Gonneville-en-Auge,14
4606,100525,14308,Goustranville,14
4607,100548,14309,Gouvix,14
4608,100575,14310,Grainville-Langannerie,14
4609,100604,14311,Grainville-sur-Odon,14
4610,100640,14312,Grandcamp-Maisy,14
4611,100666,14316,Grangues,14
4612,100683,14318,Graye-sur-Mer,14
4613,100709,14319,Grentheville,14
4614,100746,14320,Grimbosq,14
4615,100767,14322,Guéron,14
4616,100786,14325,Hermanville-sur-Mer,14
4617,100845,14326,Hermival-les-Vaux,14
4618,100877,14327,Hérouville-Saint-Clair,14
4619,101011,14328,Hérouvillette,14
4620,101055,14329,Heuland,14
4621,101067,14332,La Hoguette,14
4622,101094,14333,Honfleur,14
4623,101157,14334,L'Hôtellerie,14
4624,101168,14335,Hotot-en-Auge,14
4625,101178,14336,Hottot-les-Bagues,14
4626,101195,14337,La Houblonnière,14
4627,101213,14338,Houlgate,14
4628,101251,14341,Ifs,14
4629,101324,14342,Isigny-sur-Mer,14
4630,101358,14343,Les Isles-Bardel,14
4631,101367,14344,Janville,14
4632,101391,14345,Jort,14
4633,101410,14346,Juaye-Mondaye,14
4634,101435,14347,Dialan sur Chaîne,14
4635,101461,14348,Juvigny-sur-Seulles,14
4636,101468,14349,Laize-Clinchamps,14
4637,101514,14352,Landelles-et-Coupigny,14
4638,101539,14353,Landes-sur-Ajon,14
4639,101569,14354,Langrune-sur-Mer,14
4640,101615,14355,Ponts sur Seulles,14
4641,101649,14357,Terres de Druance,14
4642,101670,14358,Léaupartie,14
4643,101678,14360,Leffard,14
4644,101696,14362,Lessard-et-le-Chêne,14
4645,101708,14364,Lingèvres,14
4646,101725,14365,Lion-sur-Mer,14
4647,101775,14366,Lisieux,14
4648,101863,14367,Lison,14
4649,101877,14368,Lisores,14
4650,101891,14369,Litteau,14
4651,101906,14370,Le Molay-Littry,14
4652,101940,14371,Livarot-Pays-d'Auge,14
4653,101986,14374,Les Loges,14
4654,101994,14375,Les Loges-Saulces,14
4655,102005,14377,Longues-sur-Mer,14
4656,102032,14378,Longueville,14
4657,102048,14379,Longvillers,14
4658,102071,14380,Loucelles,14
4659,102085,14381,Louvagny,14
4660,102090,14383,Louvigny,14
4661,102143,14384,Luc-sur-Mer,14
4662,102193,14385,Magny-en-Bessin,14
4663,102203,14389,Maisoncelles-Pelvey,14
4664,102218,14390,Maisoncelles-sur-Ajon,14
4665,102232,14391,Maisons,14
4666,102249,14393,Maizet,14
4667,102273,14394,Maizières,14
4668,102293,14396,Maltot,14
4669,102338,14397,Mandeville-en-Bessin,14
4670,102351,14398,Manerbe,14
4671,102377,14399,Manneville-la-Pipard,14
4672,102397,14400,Le Manoir,14
4673,102413,14401,Manvieux,14
4674,102425,14402,Le Marais-la-Chapelle,14
4675,102433,14403,Marolles,14
4676,102457,14404,Martainville,14
4677,102467,14405,Martigny-sur-l'Ante,14
4678,102484,14406,Moulins-en-Bessin,14
4679,102518,14407,Mathieu,14
4680,102575,14408,May-sur-Orne,14
4681,102625,14409,Merville-Franceville-Plage,14
4682,102671,14410,Méry-Bissières-en-Auge,14
4683,102696,14411,Meslay,14
4684,102714,14412,Le Mesnil-au-Grain,14
4685,102719,14419,Le Mesnil-Eudes,14
4686,102738,14421,Le Mesnil-Guillaume,14
4687,102763,14424,Le Mesnil-Robert,14
4688,102772,14425,Le Mesnil-Simon,14
4689,102787,14426,Le Mesnil-sur-Blangy,14
4690,102805,14427,Le Mesnil-Villement,14
4691,102829,14430,Meuvaines,14
